,file_number,t,input_1,input_2,output_1,output_2
0,0,0,0.8841688527480513,0.42255782342049164,0.7056667726941843,0.4192080109239811
1,0,751,0.9224716214174938,0.579796855433421,0.8653869606269118,0.6174328629949883
2,0,1391,0.8842562798132365,0.4229110252485788,0.9127473154712589,0.4767865270823961
3,0,2052,0.8339080043849529,0.21622373730346478,0.9087367093668395,0.27036868456985985
4,0,2485,0.8117646715972294,0.12532243045670066,0.8943915633946071,0.17523896222120072
5,0,2921,0.8017591296927086,0.08424398754160789,0.8800338449894454,0.1290395994537903
6,0,4072,0.8035028139372341,0.14191221329109194,0.8647206216816635,0.1786527082385163
7,0,4732,0.719004555435802,0.20681572497350986,0.8350182488863968,0.24078288575329054
8,0,5735,0.3970296168897433,0.2745341481949244,0.6290063629083055,0.2947200728265784
9,0,6083,0.277148653696052,0.28504457835193886,0.517910059329311,0.29767865270822824
10,0,7260,0.04473545784339773,0.28658582269268207,0.16703294354600445,0.27423759672279857
11,0,7645,0.03420001078267136,0.2824223223555351,0.09719936484068842,0.2651342740100233
12,0,8773,0.09052101188085246,0.2748017253374142,0.03670836104507094,0.2526172052799325
13,0,9188,0.11354930085061676,0.2747268037375177,0.04723337327176197,0.2530723714155556
14,0,9946,0.13379595202974073,0.2766854684205451,0.07346449733527283,0.25671370050068276
15,0,10913,0.12577209026941621,0.2792220997313528,0.08736835091169001,0.2603550295857815
16,0,11833,0.12419791739016611,0.2770600764200317,0.08295731281847543,0.25830678197542056
17,0,12402,0.17898505920026578,0.2651368389506694,0.0992744448956551,0.24874829312697955
18,0,12763,0.2430661837454629,0.2522182145112435,0.13079039114096092,0.2387346381429012
19,0,13206,0.3401043976299494,0.2331560188802433,0.19473189915400096,0.22485207100589832
20,0,13855,0.47908040327190937,0.20634478920272725,0.3226243445047781,0.20778334091941986
21,0,14509,0.5714179552849418,0.1887917286553713,0.452855262380389,0.1993627674100935
22,0,15124,0.6019154298570227,0.1831404994059782,0.5418794027088565,0.19981793354574506
23,0,15954,0.5850420062762919,0.18649056522995577,0.5927223214745955,0.20641784251250783
24,0,16524,0.5622381134405028,0.19084672110969558,0.5930869220295427,0.21096950386890967
25,0,16926,0.5495466178111275,0.19324421230640754,0.585411451726258,0.21279016841147325
26,0,17575,0.5315949270931132,0.20055441983923972,0.5696833381318118,0.21802457897130978
27,0,18315,0.45867104061035746,0.2500133788571244,0.5312745555330649,0.26058261265360727
28,0,19392,0.24380154250485342,0.3971058856268268,0.37167883468633667,0.39053254437870066
29,0,20255,0.10605000148140306,0.48965546767132917,0.20183972411053175,0.4697314519799676
30,0,21376,0.06809062689577092,0.513608973467051,0.06616620001986445,0.48520710059170824
31,0,22515,0.10649587951384723,0.4871616487033208,0.05086680638830465,0.45857988165680297
32,0,23642,0.12346741568995254,0.4760946580899277,0.07218085193320017,0.4487938097405504
33,0,24112,0.12118216934719667,0.4777857456304653,0.07643662047973893,0.45061447428311396
34,0,25285,0.11028244284819894,0.4852136871059929,0.0731394999440527,0.4576695493855141
35,0,25995,0.10865047096474309,0.48668000984683824,0.06876555052797934,0.45880746472461453
