,file_number,t,input_1,input_2,output_1,output_2
0,0,0,0.8841688527480513,0.42255782342049164,0.7056667726941843,0.4192080109239811
1,0,600,0.9245067292126369,0.5881452622791148,0.8432029027233147,0.6190259444697404
2,0,1200,0.8988517426399769,0.4828376020806804,0.9055118803204965,0.5336822940373338
3,0,1800,0.851689698031774,0.28921878177478577,0.9142120039075121,0.3445607646791018
4,0,2400,0.8151548989027418,0.13924714495188972,0.8973963748646894,0.19025944469731826
5,0,3000,0.8011714255322973,0.08183579325919643,0.8778462416597623,0.1258534365043147
6,0,3600,0.8056107776200314,0.10063041174770726,0.8674551258437673,0.13950842057349178
7,0,4200,0.7965232198999543,0.15461677601652513,0.862954194855109,0.19094219390075295
8,0,4800,0.7031268289863464,0.2129914054221831,0.8279148242813911,0.24647246244879284
9,0,5400,0.5179028772732859,0.25806209930322854,0.7209234200537848,0.2844788347746885
10,0,6000,0.30446961156640645,0.28310731984030957,0.5452991044656025,0.29767865270822824
11,0,6600,0.1358781732989,0.29043893354454076,0.34711984420241115,0.29107874374145126
12,0,7200,0.0489096145000702,0.28719589857756045,0.1804628164009902,0.27583067819753637
13,0,7800,0.036552284542069186,0.28079545332919453,0.0770954159652297,0.2619481110605335
14,0,8400,0.0663362571210559,0.2760860956213671,0.03771667016599384,0.2539827036868445
15,0,9000,0.10396292315306682,0.27460906979482225,0.04147268450359637,0.2526172052799325
16,0,9600,0.12830456092427894,0.27560445676488543,0.062029240964506765,0.2548930359581192
17,0,10200,0.13431614306759226,0.2775096060194153,0.07996130205144389,0.2580791989075948
18,0,10800,0.1276945142916538,0.2790294441887595,0.08720868101348897,0.26012744651796993
19,0,11400,0.11804499482480343,0.27950037995954213,0.08495695827586683,0.26058261265360727
20,0,12000,0.13400966263352665,0.2747161006518182,0.08446977649985982,0.256486117432857
21,0,12600,0.2117711800565265,0.25847951964551363,0.11421049521556065,0.2435138825671288
22,0,13200,0.3387356783538844,0.2334235960227331,0.193700331032159,0.2250796540737241
23,0,13800,0.46864258310063966,0.20834626622855312,0.31107907934588147,0.20892125625852032
24,0,14400,0.5604264303674996,0.19086812728109548,0.4329480720802724,0.20004551661355663
25,0,15000,0.599676325576448,0.18353651357686473,0.5274713945719779,0.19913518434228195
26,0,15600,0.5971652259819638,0.18413588637604228,0.5801058850301298,0.20323167956303223
27,0,16200,0.5750413214309479,0.1884064175701856,0.5952619529262967,0.20869367319070875
28,0,16800,0.5530145580634711,0.19259132407873158,0.588158528321291,0.2123350022758217
29,0,17400,0.5382005275737678,0.1967869336729775,0.5742974210168332,0.21506599908965995
30,0,18000,0.4999900430286873,0.22158598323896816,0.553075154232321,0.23577605826126558
31,0,18600,0.40906540953023013,0.28418833149597056,0.5017230519329487,0.2908511606736397
32,0,19200,0.2839980785473896,0.3697916109214283,0.4083683370820138,0.36663632225761944
33,0,19800,0.16760934090192675,0.44855561858483783,0.2894909547631291,0.43536640873918486
34,0,20400,0.09249492073036569,0.4985925442305019,0.176813667743286,0.47701411015020767
35,0,21000,0.06578983796364882,0.5156639659213749,0.09606407414718046,0.4888484296768212
36,0,21600,0.0738180710772326,0.5095096916441011,0.05548843273308349,0.4806554392353206
37,0,22200,0.0955645821301993,0.49453607475035044,0.047301893031226144,0.4656349567592173
38,0,22800,0.11437062955743935,0.4819064336248138,0.05626980943963408,0.45380063723258957
39,0,23400,0.12292002512071007,0.4763622352324175,0.06841603689254719,0.44902139280836195
40,0,24000,0.1220282690558217,0.4771863728312873,0.0757985695085813,0.44993172507965085
41,0,24600,0.11645090800292784,0.481060889854545,0.07680750725115071,0.45380063723258957
42,0,25200,0.11089054665715331,0.4848176729351077,0.07371657461550357,0.45721438324987673
43,0,25800,0.10792822626513035,0.4867763376181351,0.06973488510682169,0.45880746472461453
44,0,26400,0.12564094967163852,0.4817351842536204,0.07071113452377512,0.4549385525716758
45,0,27000,0.22597662103135763,0.4523873232652975,0.10732457370023049,0.4312699135184346
46,0,27600,0.4177750880463403,0.3967419807130397,0.21773316519799696,0.3868912152935735
47,0,28200,0.6386105119388944,0.3330158084575783,0.398749797269519,0.33841602184796216
48,0,28800,0.8144991959138533,0.2824972439554325,0.6043015322024011,0.30336822940373054
49,0,29400,0.9070358873531408,0.2560820284488017,0.7788006150434189,0.28903049613109033
50,0,30000,0.9223550519972471,0.2518650126831572,0.8884636612684831,0.2922166590805517
51,0,30600,0.8931786975212971,0.2603632627286445,0.9314990991851806,0.3035958124715421
52,0,31200,0.8547787876683154,0.27141955025633857,0.9289531815170151,0.31451979972689514
53,0,31800,0.8293326546402644,0.2786869454463723,0.9081206601533083,0.320436959490209
54,0,32400,0.8225619141475935,0.28059209470090174,0.8894254523875678,0.3211197086936721
55,0,33000,0.8291238010956554,0.2795431923023406,0.8816179715385264,0.3195266272189201
56,0,33600,0.8403970354453608,0.2798214725305308,0.8839815889292184,0.3197542102867601
57,0,34200,0.849572020230623,0.28316083526880753,0.8913427484092729,0.32339553937187304
58,0,34800,0.8537685193595094,0.28833042566171807,0.8985153213953891,0.3290851160673611
59,0,35400,0.8535548087557234,0.2931254080551424,0.9026327931797067,0.3340919435593861
60,0,36000,0.8511408503447785,0.29603664736543545,0.903437428887176,0.3372781065088759
61,0,36600,0.8486783213420638,0.2968500818786053,0.9022053304601134,0.3381884387801506
62,0,37200,0.8473232018316941,0.2962507090794273,0.9004954795817404,0.3375056895766875
63,0,37800,0.8471920612339164,0.2952018066808657,0.8993451019687173,0.336367774237587
64,0,38400,0.8477894795126817,0.29438837216769587,0.8990370773619516,0.3354574419662981
65,0,39000,0.8484840389749858,0.29405657651100814,0.8993388157522526,0.33522985889848655
66,0,39600,0.8443603957337534,0.2892615941175838,0.8989050668161949,0.33113336367773627
67,0,40200,0.8208619434356602,0.2643341075231991,0.8906009748664492,0.3076923076923066
68,0,40800,0.7765801349193898,0.21743318598752026,0.8660847306544831,0.2610377787892588
69,0,41400,0.726183288899337,0.16396056983228302,0.8263432701652395,0.20527992717340737
70,0,42000,0.6865108295419939,0.12174759983303174,0.7815916951537043,0.15953573054163428
71,0,42600,0.6660237539336109,0.09985978957733499,0.7438869687989933,0.1338188438780037
72,0,43200,0.6630220913622545,0.09656323918185628,0.7204079503036872,0.12790168411468983
73,0,43800,0.6699142583343494,0.1038199312861896,0.7113683710275825,0.1338188438780037
74,0,44400,0.6786763930895705,0.1131209127591486,0.7121038583539416,0.14292216659080736
75,0,45000,0.6843591523266043,0.11918956235082545,0.7166676515072462,0.14952207555757013
76,0,45600,0.6857774136062742,0.1207201036058696,0.7206782576116653,0.1515703231679595
77,0,46200,0.6842425829063574,0.11911464075092804,0.7223063876759983,0.15043240782885903
78,0,46800,0.6818189103770583,0.11653519709732274,0.7217909179259007,0.14770141101500656
79,0,47400,0.6800072273040554,0.11463004784279285,0.7202947984073241,0.1456531634046314
80,0,48000,0.6683745705752555,0.11998159069259628,0.7167682309706799,0.1497496586253817
81,0,48600,0.6006525944710153,0.15762434309811546,0.6907935845389248,0.18206645425580348
82,0,49200,0.4645626533920001,0.2334128929370336,0.6123353168441685,0.24874829312697955
83,0,49800,0.30270261343783134,0.32321178195673816,0.48057810561095116,0.3270368684569718
84,0,50400,0.17003107060755498,0.3964851066562489,0.3282316495912074,0.3884842967683255
85,0,51000,0.09731069490431352,0.4363862101443847,0.19683778166964427,0.4192080109239811
86,0,51600,0.08235629540439632,0.4443278997334934,0.11248178568779382,0.4219390077378051
87,0,52200,0.1021279261960144,0.4331966906059015,0.07762094366167083,0.40896677287209116
88,0,52800,0.13044166696213777,0.4175059669702774,0.07749899106225744,0.39371870732817627
89,0,53400,0.15011421374654604,0.40668514732797467,0.09216536269583137,0.3839326354119095
90,0,54000,0.15608791082827914,0.4034635185323925,0.10617859643873268,0.3814292216659112
91,0,54600,0.15194192511483304,0.405818197386306,0.11253333266280358,0.3839326354119095
92,0,55200,0.14422745802408035,0.4101101347518492,0.11143010167326509,0.38802913063267397
93,0,55800,0.13810707775520326,0.41348160674722534,0.10660983088820469,0.3909877105143238
